Real-time data - subject to revision
Copyright Environment Canada(2023)

"Real-Time Hydrometric Data for NECHAKO RIVER AT ISLE PIERRE (08JC002) [BC]"

08JC002,"NECHAKO RIVER AT ISLE PIERRE"
Description of parameters:
5,"Water temperature (No Quality Assurance)",°C
2022-08-31 02:00:00,5,19.17
2022-08-31 03:00:00,5,19.06
2022-08-31 04:00:00,5,18.93
2022-08-31 05:00:00,5,18.77
2022-08-31 06:00:00,5,18.6
2022-08-31 07:00:00,5,18.43
2022-08-31 08:00:00,5,18.27
2022-08-31 09:00:00,5,18.17
2022-08-31 10:00:00,5,18.16
2022-08-31 11:00:00,5,18.28
2022-08-31 12:00:00,5,18.45
2022-08-31 13:00:00,5,18.61
2022-08-31 14:00:00,5,18.76
2022-08-31 15:00:00,5,18.84
2022-08-31 16:00:00,5,18.89
2022-08-31 17:00:00,5,19.05
2022-08-31 18:00:00,5,19.21
2022-08-31 19:00:00,5,19.33
2022-08-31 20:00:00,5,19.49
2022-08-31 21:00:00,5,19.64
2022-08-31 22:00:00,5,19.77
2022-08-31 23:00:00,5,19.87
2022-09-01 00:00:00,5,19.92
2022-09-01 01:00:00,5,19.91
2022-09-01 02:00:00,5,19.85
2022-09-01 03:00:00,5,19.75
2022-09-01 04:00:00,5,19.63
2022-09-01 05:00:00,5,19.48
2022-09-01 06:00:00,5,19.31
2022-09-01 07:00:00,5,19.14
2022-09-01 08:00:00,5,19
2022-09-01 09:00:00,5,18.9
2022-09-01 10:00:00,5,18.86
2022-09-01 11:00:00,5,18.83
2022-09-01 12:00:00,5,18.88
2022-09-01 13:00:00,5,18.95
2022-09-01 14:00:00,5,18.98
2022-09-01 15:00:00,5,19.08
2022-09-01 16:00:00,5,19.16
2022-09-01 17:00:00,5,19.22
2022-09-01 18:00:00,5,19.24
2022-09-01 19:00:00,5,19.27
2022-09-01 20:00:00,5,19.37
2022-09-01 21:00:00,5,19.49
2022-09-01 22:00:00,5,19.6
2022-09-01 23:00:00,5,19.7
2022-09-02 00:00:00,5,19.78
2022-09-02 01:00:00,5,19.81
2022-09-02 02:00:00,5,19.8
2022-09-02 03:00:00,5,19.74
2022-09-02 04:00:00,5,19.63
2022-09-02 05:00:00,5,19.5
2022-09-02 06:00:00,5,19.35
2022-09-02 07:00:00,5,19.19
2022-09-02 08:00:00,5,19.06
2022-09-02 09:00:00,5,18.93
2022-09-02 10:00:00,5,18.84
2022-09-02 11:00:00,5,18.91
2022-09-02 12:00:00,5,18.98
2022-09-02 13:00:00,5,19.07
2022-09-02 14:00:00,5,19.16
2022-09-02 15:00:00,5,19.2
2022-09-02 16:00:00,5,19.19
2022-09-02 17:00:00,5,19.28
2022-09-02 18:00:00,5,19.36
2022-09-02 19:00:00,5,19.4
2022-09-02 20:00:00,5,19.5
2022-09-02 21:00:00,5,19.57
2022-09-02 22:00:00,5,19.65
2022-09-02 23:00:00,5,19.7
2022-09-03 00:00:00,5,19.75
2022-09-03 01:00:00,5,19.77
2022-09-03 02:00:00,5,19.74
2022-09-03 03:00:00,5,19.7
2022-09-03 04:00:00,5,19.63
2022-09-03 05:00:00,5,19.52
2022-09-03 06:00:00,5,19.37
2022-09-03 07:00:00,5,19.26
2022-09-03 08:00:00,5,19.16
2022-09-03 09:00:00,5,19.07
2022-09-03 10:00:00,5,18.99
2022-09-03 11:00:00,5,19.02
2022-09-03 12:00:00,5,19.17
2022-09-03 13:00:00,5,19.3
2022-09-03 14:00:00,5,19.35
2022-09-03 15:00:00,5,19.2
2022-09-03 16:00:00,5,19.08
2022-09-03 17:00:00,5,19.03
2022-09-03 18:00:00,5,19.05
2022-09-03 19:00:00,5,19.12
2022-09-03 20:00:00,5,19.26
2022-09-03 21:00:00,5,19.36
2022-09-03 22:00:00,5,19.38
2022-09-03 23:00:00,5,19.4
2022-09-04 00:00:00,5,19.42
2022-09-04 01:00:00,5,19.42
2022-09-04 02:00:00,5,19.4
2022-09-04 03:00:00,5,19.38
2022-09-04 04:00:00,5,19.36
2022-09-04 05:00:00,5,19.33
2022-09-04 06:00:00,5,19.27
2022-09-04 07:00:00,5,19.2
2022-09-04 08:00:00,5,19.12
2022-09-04 09:00:00,5,19.05
2022-09-04 10:00:00,5,18.97
2022-09-04 11:00:00,5,18.88
2022-09-04 12:00:00,5,18.8
2022-09-04 13:00:00,5,18.8
2022-09-04 14:00:00,5,18.74
2022-09-04 15:00:00,5,18.61
2022-09-04 16:00:00,5,18.54
2022-09-04 17:00:00,5,18.52
2022-09-04 18:00:00,5,18.48
2022-09-04 19:00:00,5,18.42
2022-09-04 20:00:00,5,18.38
2022-09-04 21:00:00,5,18.37
2022-09-04 22:00:00,5,18.37
2022-09-04 23:00:00,5,18.35
2022-09-05 00:00:00,5,18.32
2022-09-05 01:00:00,5,18.28
2022-09-05 02:00:00,5,18.29
2022-09-05 03:00:00,5,18.24
2022-09-05 04:00:00,5,18.2
2022-09-05 05:00:00,5,18.13
2022-09-05 06:00:00,5,18.05
2022-09-05 07:00:00,5,17.98
2022-09-05 08:00:00,5,17.91
2022-09-05 09:00:00,5,17.85
2022-09-05 10:00:00,5,17.77
2022-09-05 11:00:00,5,17.74
2022-09-05 12:00:00,5,17.74
2022-09-05 13:00:00,5,17.78
2022-09-05 14:00:00,5,17.84
2022-09-05 15:00:00,5,17.7
2022-09-05 16:00:00,5,17.78
2022-09-05 17:00:00,5,17.79
2022-09-05 18:00:00,5,17.75
2022-09-05 19:00:00,5,17.69
2022-09-05 20:00:00,5,17.66
2022-09-05 21:00:00,5,17.6
2022-09-05 22:00:00,5,17.53
2022-09-05 23:00:00,5,17.47
2022-09-06 00:00:00,5,17.45
2022-09-06 01:00:00,5,17.37
2022-09-06 02:00:00,5,17.25
2022-09-06 03:00:00,5,17.12
2022-09-06 04:00:00,5,17.02
2022-09-06 05:00:00,5,16.89
2022-09-06 06:00:00,5,16.77
2022-09-06 07:00:00,5,16.68
2022-09-06 08:00:00,5,16.6
2022-09-06 09:00:00,5,16.53
2022-09-06 10:00:00,5,16.47
2022-09-06 11:00:00,5,16.46
2022-09-06 12:00:00,5,16.43
2022-09-06 13:00:00,5,16.55
2022-09-06 14:00:00,5,16.69
2022-09-06 15:00:00,5,16.63
2022-09-06 16:00:00,5,16.56
2022-09-06 17:00:00,5,16.55
2022-09-06 18:00:00,5,16.55
2022-09-06 19:00:00,5,16.57
2022-09-06 20:00:00,5,16.6
2022-09-06 21:00:00,5,16.68
2022-09-06 22:00:00,5,16.7
2022-09-06 23:00:00,5,16.68
2022-09-07 00:00:00,5,16.69
2022-09-07 01:00:00,5,16.67
2022-09-07 02:00:00,5,16.66
2022-09-07 03:00:00,5,16.64
2022-09-07 04:00:00,5,16.63
2022-09-07 05:00:00,5,16.57
2022-09-07 06:00:00,5,16.47
2022-09-07 07:00:00,5,16.38
2022-09-07 08:00:00,5,16.27
2022-09-07 09:00:00,5,16.22
2022-09-07 10:00:00,5,16.16
2022-09-07 11:00:00,5,16.09
2022-09-07 12:00:00,5,16.05
2022-09-07 13:00:00,5,16.03
2022-09-07 14:00:00,5,16.01
2022-09-07 15:00:00,5,15.94
2022-09-07 16:00:00,5,16
2022-09-07 17:00:00,5,16.02
2022-09-07 18:00:00,5,15.93
2022-09-07 19:00:00,5,15.88
2022-09-07 20:00:00,5,15.88
2022-09-07 21:00:00,5,15.9
2022-09-07 22:00:00,5,15.89
2022-09-07 23:00:00,5,15.85
2022-09-08 00:00:00,5,15.8
2022-09-08 01:00:00,5,15.74
2022-09-08 02:00:00,5,15.66
2022-09-08 03:00:00,5,15.57
2022-09-08 04:00:00,5,15.52
2022-09-08 05:00:00,5,15.47
2022-09-08 06:00:00,5,15.4
2022-09-08 07:00:00,5,15.33
2022-09-08 08:00:00,5,15.3
2022-09-08 09:00:00,5,15.25
2022-09-08 10:00:00,5,15.28
2022-09-08 11:00:00,5,15.39
2022-09-08 12:00:00,5,15.5
2022-09-08 13:00:00,5,15.55
2022-09-08 14:00:00,5,15.72
2022-09-08 15:00:00,5,15.73
2022-09-08 16:00:00,5,15.78
2022-09-08 17:00:00,5,15.7
2022-09-08 18:00:00,5,15.71
2022-09-08 19:00:00,5,15.7
2022-09-08 20:00:00,5,15.64
2022-09-08 21:00:00,5,15.63
2022-09-08 22:00:00,5,15.61
2022-09-08 23:00:00,5,15.6
2022-09-09 00:00:00,5,15.59
2022-09-09 01:00:00,5,15.51
2022-09-09 02:00:00,5,15.42
2022-09-09 03:00:00,5,15.34
2022-09-09 04:00:00,5,15.28
2022-09-09 05:00:00,5,15.2
2022-09-09 06:00:00,5,15.1
2022-09-09 08:00:00,5,14.89
2022-09-09 09:00:00,5,14.78
2022-09-09 10:00:00,5,14.77
2022-09-09 11:00:00,5,14.85
2022-09-09 12:00:00,5,14.97
2022-09-09 13:00:00,5,15.08
2022-09-09 14:00:00,5,15.17
2022-09-09 15:00:00,5,15.28
2022-09-09 16:00:00,5,15.37
2022-09-09 17:00:00,5,15.43
2022-09-09 18:00:00,5,15.48
2022-09-09 19:00:00,5,15.59
2022-09-09 20:00:00,5,15.71
2022-09-09 21:00:00,5,15.82
2022-09-09 22:00:00,5,15.89
2022-09-09 23:00:00,5,15.95
2022-09-10 00:00:00,5,15.97
2022-09-10 01:00:00,5,15.95
2022-09-10 02:00:00,5,15.89
2022-09-10 03:00:00,5,15.82
2022-09-10 04:00:00,5,15.73
2022-09-10 05:00:00,5,15.61
2022-09-10 06:00:00,5,15.47
2022-09-10 07:00:00,5,15.33
2022-09-10 08:00:00,5,15.18
2022-09-10 09:00:00,5,15.04
2022-09-10 10:00:00,5,15
2022-09-10 11:00:00,5,15.07
2022-09-10 12:00:00,5,15.13
2022-09-10 13:00:00,5,15.2
2022-09-10 14:00:00,5,15.27
2022-09-10 15:00:00,5,15.35
2022-09-10 16:00:00,5,15.42
2022-09-10 17:00:00,5,15.5
2022-09-10 18:00:00,5,15.57
2022-09-10 19:00:00,5,15.72
2022-09-10 20:00:00,5,15.87
2022-09-10 21:00:00,5,16.03
2022-09-10 22:00:00,5,16.14
2022-09-10 23:00:00,5,16.23
2022-09-11 00:00:00,5,16.27
2022-09-11 01:00:00,5,16.26
2022-09-11 02:00:00,5,16.21
2022-09-11 03:00:00,5,16.12
2022-09-11 04:00:00,5,16.02
2022-09-11 05:00:00,5,15.92
2022-09-11 06:00:00,5,15.8
2022-09-11 07:00:00,5,15.68
2022-09-11 08:00:00,5,15.59
2022-09-11 09:00:00,5,15.5
2022-09-11 10:00:00,5,15.5
2022-09-11 11:00:00,5,15.58
2022-09-11 12:00:00,5,15.66
2022-09-11 13:00:00,5,15.75
2022-09-11 14:00:00,5,15.8
2022-09-11 15:00:00,5,15.87
2022-09-11 16:00:00,5,15.93
2022-09-11 17:00:00,5,15.97
2022-09-11 18:00:00,5,16.02
2022-09-11 19:00:00,5,16.15
2022-09-11 20:00:00,5,16.27
2022-09-11 21:00:00,5,16.38
2022-09-11 22:00:00,5,16.45
2022-09-11 23:00:00,5,16.48
2022-09-12 00:00:00,5,16.48
2022-09-12 01:00:00,5,16.44
2022-09-12 02:00:00,5,16.36
2022-09-12 03:00:00,5,16.27
2022-09-12 04:00:00,5,16.17
2022-09-12 05:00:00,5,16.06
2022-09-12 06:00:00,5,15.93
2022-09-12 07:00:00,5,15.81
2022-09-12 08:00:00,5,15.7
2022-09-12 09:00:00,5,15.63
2022-09-12 10:00:00,5,15.63
2022-09-12 11:00:00,5,15.67
2022-09-12 12:00:00,5,15.73
2022-09-12 13:00:00,5,15.78
2022-09-12 14:00:00,5,15.89
2022-09-12 15:00:00,5,15.92
2022-09-12 16:00:00,5,16
2022-09-12 17:00:00,5,16.07
2022-09-12 18:00:00,5,16.11
2022-09-12 19:00:00,5,16.19
2022-09-12 20:00:00,5,16.23
2022-09-12 21:00:00,5,16.31
2022-09-12 22:00:00,5,16.38
2022-09-12 23:00:00,5,16.4
2022-09-13 00:00:00,5,16.39
2022-09-13 01:00:00,5,16.34
2022-09-13 02:00:00,5,16.29
2022-09-13 03:00:00,5,16.21
2022-09-13 04:00:00,5,16.1
2022-09-13 05:00:00,5,16
2022-09-13 06:00:00,5,15.92
2022-09-13 07:00:00,5,15.82
2022-09-13 08:00:00,5,15.72
2022-09-13 09:00:00,5,15.64
2022-09-13 10:00:00,5,15.65
2022-09-13 11:00:00,5,15.73
2022-09-13 12:00:00,5,15.82
2022-09-13 13:00:00,5,15.87
2022-09-13 14:00:00,5,15.91
2022-09-13 15:00:00,5,15.95
2022-09-13 16:00:00,5,15.98
2022-09-13 17:00:00,5,16
2022-09-13 18:00:00,5,16.03
2022-09-13 19:00:00,5,16.13
2022-09-13 20:00:00,5,16.22
2022-09-13 21:00:00,5,16.3
2022-09-13 22:00:00,5,16.36
2022-09-13 23:00:00,5,16.37
2022-09-14 00:00:00,5,16.37
2022-09-14 01:00:00,5,16.33
2022-09-14 02:00:00,5,16.24
2022-09-14 03:00:00,5,16.12
2022-09-14 04:00:00,5,15.99
2022-09-14 05:00:00,5,15.85
2022-09-14 06:00:00,5,15.7
2022-09-14 07:00:00,5,15.56
2022-09-14 08:00:00,5,15.44
2022-09-14 09:00:00,5,15.34
2022-09-14 10:00:00,5,15.35
2022-09-14 11:00:00,5,15.42
2022-09-14 12:00:00,5,15.49
2022-09-14 13:00:00,5,15.58
2022-09-14 14:00:00,5,15.62
2022-09-14 15:00:00,5,15.68
2022-09-14 16:00:00,5,15.7
2022-09-14 17:00:00,5,15.7
2022-09-14 18:00:00,5,15.74
2022-09-14 19:00:00,5,15.86
2022-09-14 20:00:00,5,15.98
2022-09-14 21:00:00,5,16.1
2022-09-14 22:00:00,5,16.19
2022-09-14 23:00:00,5,16.24
2022-09-15 00:00:00,5,16.25
2022-09-15 01:00:00,5,16.23
2022-09-15 02:00:00,5,16.17
2022-09-15 03:00:00,5,16.07
2022-09-15 04:00:00,5,15.95
2022-09-15 05:00:00,5,15.83
2022-09-15 06:00:00,5,15.71
2022-09-15 07:00:00,5,15.6
2022-09-15 08:00:00,5,15.5
2022-09-15 09:00:00,5,15.44
2022-09-15 10:00:00,5,15.35
2022-09-15 11:00:00,5,15.3
2022-09-15 12:00:00,5,15.42
2022-09-15 13:00:00,5,15.49
2022-09-15 14:00:00,5,15.52
2022-09-15 15:00:00,5,15.53
2022-09-15 16:00:00,5,15.46
2022-09-15 17:00:00,5,15.41
2022-09-15 18:00:00,5,15.41
2022-09-15 19:00:00,5,15.43
2022-09-15 20:00:00,5,15.57
2022-09-15 21:00:00,5,15.75
2022-09-15 22:00:00,5,15.9
2022-09-15 23:00:00,5,15.98
2022-09-16 00:00:00,5,15.98
2022-09-16 01:00:00,5,15.95
2022-09-16 02:00:00,5,15.91
2022-09-16 03:00:00,5,15.88
2022-09-16 04:00:00,5,15.84
2022-09-16 05:00:00,5,15.79
2022-09-16 06:00:00,5,15.72
2022-09-16 07:00:00,5,15.64
2022-09-16 08:00:00,5,15.6
2022-09-16 09:00:00,5,15.57
2022-09-16 10:00:00,5,15.54
2022-09-16 11:00:00,5,15.52
2022-09-16 12:00:00,5,15.53
2022-09-16 13:00:00,5,15.56
2022-09-16 14:00:00,5,15.55
2022-09-16 15:00:00,5,15.55
2022-09-16 16:00:00,5,15.59
2022-09-16 17:00:00,5,15.58
2022-09-16 18:00:00,5,15.51
2022-09-16 19:00:00,5,15.52
2022-09-16 20:00:00,5,15.5
2022-09-16 21:00:00,5,15.5
2022-09-16 22:00:00,5,15.53
2022-09-16 23:00:00,5,15.53
2022-09-17 00:00:00,5,15.48
2022-09-17 01:00:00,5,15.4
2022-09-17 02:00:00,5,15.28
2022-09-17 03:00:00,5,15.16
2022-09-17 04:00:00,5,15.04
2022-09-17 05:00:00,5,14.93
2022-09-17 06:00:00,5,14.8
2022-09-17 07:00:00,5,14.67
2022-09-17 08:00:00,5,14.59
2022-09-17 09:00:00,5,14.55
2022-09-17 10:00:00,5,14.58
2022-09-17 11:00:00,5,14.68
2022-09-17 12:00:00,5,14.67
2022-09-17 13:00:00,5,14.64
2022-09-17 14:00:00,5,14.67
2022-09-17 15:00:00,5,14.63
2022-09-17 16:00:00,5,14.63
2022-09-17 17:00:00,5,14.64
2022-09-17 18:00:00,5,14.67
2022-09-17 19:00:00,5,14.73
2022-09-17 20:00:00,5,14.81
2022-09-17 21:00:00,5,14.89
2022-09-17 22:00:00,5,14.91
2022-09-17 23:00:00,5,14.91
2022-09-18 00:00:00,5,14.91
2022-09-18 01:00:00,5,14.91
2022-09-18 02:00:00,5,14.9
2022-09-18 03:00:00,5,14.85
2022-09-18 04:00:00,5,14.79
2022-09-18 05:00:00,5,14.74
2022-09-18 06:00:00,5,14.68
2022-09-18 07:00:00,5,14.64
2022-09-18 08:00:00,5,14.59
2022-09-18 09:00:00,5,14.53
2022-09-18 10:00:00,5,14.51
2022-09-18 11:00:00,5,14.59
2022-09-18 12:00:00,5,14.68
2022-09-18 13:00:00,5,14.59
2022-09-18 14:00:00,5,14.69
2022-09-18 15:00:00,5,14.74
2022-09-18 16:00:00,5,14.66
2022-09-18 17:00:00,5,14.65
2022-09-18 18:00:00,5,14.62
2022-09-18 19:00:00,5,14.71
2022-09-18 20:00:00,5,14.8
2022-09-18 21:00:00,5,14.87
2022-09-18 22:00:00,5,14.9
2022-09-18 23:00:00,5,14.89
2022-09-19 00:00:00,5,14.86
2022-09-19 01:00:00,5,14.79
2022-09-19 02:00:00,5,14.69
2022-09-19 03:00:00,5,14.59
2022-09-19 04:00:00,5,14.47
2022-09-19 05:00:00,5,14.32
2022-09-19 06:00:00,5,14.18
2022-09-19 07:00:00,5,14.04
2022-09-19 08:00:00,5,13.92
2022-09-19 09:00:00,5,13.84
2022-09-19 10:00:00,5,13.88
2022-09-19 11:00:00,5,13.96
2022-09-19 12:00:00,5,13.97
2022-09-19 13:00:00,5,14.06
2022-09-19 14:00:00,5,14.09
2022-09-19 15:00:00,5,14.04
2022-09-19 16:00:00,5,14.06
2022-09-19 17:00:00,5,13.97
2022-09-19 18:00:00,5,14.01
2022-09-19 19:00:00,5,14.14
2022-09-19 20:00:00,5,14.22
2022-09-19 21:00:00,5,14.29
2022-09-19 22:00:00,5,14.35
2022-09-19 23:00:00,5,14.31
2022-09-20 00:00:00,5,14.28
2022-09-20 01:00:00,5,14.27
2022-09-20 02:00:00,5,14.23
2022-09-20 03:00:00,5,14.12
2022-09-20 04:00:00,5,13.98
2022-09-20 05:00:00,5,13.83
2022-09-20 06:00:00,5,13.67
2022-09-20 07:00:00,5,13.52
2022-09-20 08:00:00,5,13.42
2022-09-20 09:00:00,5,13.36
2022-09-20 10:00:00,5,13.32
2022-09-20 11:00:00,5,13.41
2022-09-20 12:00:00,5,13.5
2022-09-20 13:00:00,5,13.6
2022-09-20 14:00:00,5,13.67
2022-09-20 15:00:00,5,13.72
2022-09-20 16:00:00,5,13.7
2022-09-20 17:00:00,5,13.7
2022-09-20 18:00:00,5,13.72
2022-09-20 19:00:00,5,13.84
2022-09-20 20:00:00,5,13.96
2022-09-20 21:00:00,5,14.07
2022-09-20 22:00:00,5,14.16
2022-09-20 23:00:00,5,14.23
2022-09-21 00:00:00,5,14.25
2022-09-21 01:00:00,5,14.22
2022-09-21 02:00:00,5,14.16
2022-09-21 03:00:00,5,14.08
2022-09-21 04:00:00,5,14
2022-09-21 05:00:00,5,13.89
2022-09-21 06:00:00,5,13.76
2022-09-21 07:00:00,5,13.62
2022-09-21 08:00:00,5,13.51
2022-09-21 09:00:00,5,13.4
2022-09-21 10:00:00,5,13.39
2022-09-21 11:00:00,5,13.46
2022-09-21 12:00:00,5,13.52
2022-09-21 13:00:00,5,13.6
2022-09-21 14:00:00,5,13.65
2022-09-21 15:00:00,5,13.59
2022-09-21 16:00:00,5,13.65
2022-09-21 17:00:00,5,13.6
2022-09-21 18:00:00,5,13.61
2022-09-21 19:00:00,5,13.7
2022-09-21 20:00:00,5,13.8
2022-09-21 21:00:00,5,13.9
2022-09-21 22:00:00,5,13.99
2022-09-21 23:00:00,5,14.04
2022-09-22 00:00:00,5,14.05
2022-09-22 01:00:00,5,14.04
2022-09-22 02:00:00,5,14
2022-09-22 03:00:00,5,13.94
2022-09-22 04:00:00,5,13.85
2022-09-22 05:00:00,5,13.74
2022-09-22 06:00:00,5,13.61
2022-09-22 07:00:00,5,13.48
2022-09-22 08:00:00,5,13.36
2022-09-22 09:00:00,5,13.24
2022-09-22 10:00:00,5,13.25
2022-09-22 11:00:00,5,13.32
2022-09-22 12:00:00,5,13.39
2022-09-22 13:00:00,5,13.52
2022-09-22 14:00:00,5,13.55
2022-09-22 15:00:00,5,13.59
2022-09-22 16:00:00,5,13.58
2022-09-22 17:00:00,5,13.55
2022-09-22 18:00:00,5,13.59
2022-09-22 19:00:00,5,13.69
2022-09-22 20:00:00,5,13.8
2022-09-22 21:00:00,5,13.89
2022-09-22 22:00:00,5,13.97
2022-09-22 23:00:00,5,14.03
2022-09-23 00:00:00,5,14.03
2022-09-23 01:00:00,5,14
2022-09-23 02:00:00,5,13.96
2022-09-23 03:00:00,5,13.93
2022-09-23 04:00:00,5,13.87
2022-09-23 05:00:00,5,13.81
2022-09-23 06:00:00,5,13.75
2022-09-23 07:00:00,5,13.69
2022-09-23 08:00:00,5,13.63
2022-09-23 09:00:00,5,13.59
2022-09-23 10:00:00,5,13.55
2022-09-23 11:00:00,5,13.53
2022-09-23 12:00:00,5,13.52
2022-09-23 13:00:00,5,13.51
2022-09-23 14:00:00,5,13.53
2022-09-23 15:00:00,5,13.5
2022-09-23 16:00:00,5,13.51
2022-09-23 17:00:00,5,13.51
2022-09-23 18:00:00,5,13.48
2022-09-23 19:00:00,5,13.45
2022-09-23 20:00:00,5,13.44
2022-09-23 21:00:00,5,13.44
2022-09-23 22:00:00,5,13.43
2022-09-23 23:00:00,5,13.43
2022-09-24 00:00:00,5,13.41
2022-09-24 01:00:00,5,13.39
2022-09-24 02:00:00,5,13.35
2022-09-24 03:00:00,5,13.27
2022-09-24 04:00:00,5,13.18
2022-09-24 05:00:00,5,13.09
2022-09-24 06:00:00,5,13
2022-09-24 07:00:00,5,12.9
2022-09-24 08:00:00,5,12.8
2022-09-24 09:00:00,5,12.69
2022-09-24 10:00:00,5,12.74
2022-09-24 11:00:00,5,12.84
2022-09-24 12:00:00,5,12.96
2022-09-24 13:00:00,5,12.91
2022-09-24 14:00:00,5,12.95
2022-09-24 15:00:00,5,13.04
2022-09-24 16:00:00,5,13.06
2022-09-24 17:00:00,5,13.11
2022-09-24 18:00:00,5,13.16
2022-09-24 19:00:00,5,13.27
2022-09-24 20:00:00,5,13.41
2022-09-24 21:00:00,5,13.52
2022-09-24 22:00:00,5,13.6
2022-09-24 23:00:00,5,13.71
2022-09-25 00:00:00,5,13.79
2022-09-25 01:00:00,5,13.8
2022-09-25 02:00:00,5,13.78
2022-09-25 03:00:00,5,13.76
2022-09-25 04:00:00,5,13.74
2022-09-25 05:00:00,5,13.7
2022-09-25 06:00:00,5,13.65
2022-09-25 07:00:00,5,13.6
2022-09-25 08:00:00,5,13.57
2022-09-25 09:00:00,5,13.56
2022-09-25 10:00:00,5,13.57
2022-09-25 11:00:00,5,13.61
2022-09-25 12:00:00,5,13.76
2022-09-25 13:00:00,5,13.79
2022-09-25 14:00:00,5,13.88
2022-09-25 15:00:00,5,13.81
2022-09-25 16:00:00,5,13.83
2022-09-25 17:00:00,5,13.82
2022-09-25 18:00:00,5,13.86
2022-09-25 19:00:00,5,13.94
2022-09-25 20:00:00,5,13.93
2022-09-25 21:00:00,5,14
2022-09-25 22:00:00,5,14.11
2022-09-25 23:00:00,5,14.18
2022-09-26 00:00:00,5,14.19
2022-09-26 01:00:00,5,14.17
2022-09-26 02:00:00,5,14.16
2022-09-26 03:00:00,5,14.11
2022-09-26 04:00:00,5,14.06
2022-09-26 05:00:00,5,14.01
2022-09-26 06:00:00,5,13.94
2022-09-26 07:00:00,5,13.86
2022-09-26 08:00:00,5,13.81
2022-09-26 09:00:00,5,13.79
2022-09-26 10:00:00,5,13.8
2022-09-26 11:00:00,5,13.91
2022-09-26 12:00:00,5,14.04
2022-09-26 13:00:00,5,14.12
2022-09-26 14:00:00,5,14.22
2022-09-26 15:00:00,5,14.31
2022-09-26 16:00:00,5,14.33
2022-09-26 17:00:00,5,14.28
2022-09-26 18:00:00,5,14.26
2022-09-26 19:00:00,5,14.35
2022-09-26 20:00:00,5,14.45
2022-09-26 21:00:00,5,14.61
2022-09-26 22:00:00,5,14.75
2022-09-26 23:00:00,5,14.83
2022-09-27 00:00:00,5,14.88
2022-09-27 01:00:00,5,14.9
2022-09-27 02:00:00,5,14.87
2022-09-27 03:00:00,5,14.81
2022-09-27 04:00:00,5,14.76
2022-09-27 05:00:00,5,14.7
2022-09-27 06:00:00,5,14.62
2022-09-27 07:00:00,5,14.51
2022-09-27 08:00:00,5,14.42
2022-09-27 09:00:00,5,14.36
2022-09-27 10:00:00,5,14.36
2022-09-27 11:00:00,5,14.45
2022-09-27 12:00:00,5,14.52
2022-09-27 13:00:00,5,14.59
2022-09-27 14:00:00,5,14.67
2022-09-27 15:00:00,5,14.74
2022-09-27 16:00:00,5,14.79
2022-09-27 17:00:00,5,14.74
2022-09-27 18:00:00,5,14.74
2022-09-27 19:00:00,5,14.81
2022-09-27 20:00:00,5,14.9
2022-09-27 21:00:00,5,15
2022-09-27 22:00:00,5,15.08
2022-09-27 23:00:00,5,15.15
2022-09-28 00:00:00,5,15.19
2022-09-28 01:00:00,5,15.2
2022-09-28 02:00:00,5,15.17
2022-09-28 03:00:00,5,15.1
2022-09-28 04:00:00,5,15.03
2022-09-28 05:00:00,5,14.92
2022-09-28 06:00:00,5,14.78
2022-09-28 07:00:00,5,14.64
2022-09-28 08:00:00,5,14.52
2022-09-28 09:00:00,5,14.41
2022-09-28 10:00:00,5,14.44
2022-09-28 11:00:00,5,14.49
2022-09-28 12:00:00,5,14.47
2022-09-28 13:00:00,5,14.51
2022-09-28 14:00:00,5,14.6
2022-09-28 15:00:00,5,14.6
2022-09-28 16:00:00,5,14.56
2022-09-28 17:00:00,5,14.52
2022-09-28 18:00:00,5,14.55
2022-09-28 19:00:00,5,14.61
2022-09-28 20:00:00,5,14.71
2022-09-28 21:00:00,5,14.8
2022-09-28 22:00:00,5,14.86
2022-09-28 23:00:00,5,14.9
2022-09-29 00:00:00,5,14.93
2022-09-29 01:00:00,5,14.94
2022-09-29 02:00:00,5,14.94
2022-09-29 03:00:00,5,14.92
2022-09-29 04:00:00,5,14.9
2022-09-29 05:00:00,5,14.85
2022-09-29 06:00:00,5,14.75
2022-09-29 07:00:00,5,14.65
2022-09-29 08:00:00,5,14.57
2022-09-29 09:00:00,5,14.49
2022-09-29 10:00:00,5,14.53
2022-09-29 11:00:00,5,14.59
2022-09-29 12:00:00,5,14.63
2022-09-29 13:00:00,5,14.7
2022-09-29 14:00:00,5,14.75
2022-09-29 15:00:00,5,14.78
2022-09-29 16:00:00,5,14.72
2022-09-29 17:00:00,5,14.76
2022-09-29 18:00:00,5,14.77
2022-09-29 19:00:00,5,14.85
2022-09-29 20:00:00,5,14.93
2022-09-29 21:00:00,5,15
2022-09-29 22:00:00,5,15.04
2022-09-29 23:00:00,5,15.06
2022-09-30 00:00:00,5,15.06
2022-09-30 01:00:00,5,15.01
2022-09-30 02:00:00,5,14.95
2022-09-30 03:00:00,5,14.9
2022-09-30 04:00:00,5,14.84
2022-09-30 05:00:00,5,14.75
2022-09-30 06:00:00,5,14.64
2022-09-30 07:00:00,5,14.52
2022-09-30 08:00:00,5,14.41
2022-09-30 09:00:00,5,14.33
2022-09-30 10:00:00,5,14.34
2022-09-30 11:00:00,5,14.38
2022-09-30 12:00:00,5,14.4
2022-09-30 13:00:00,5,14.43
